order_id,warehouse,shipping_mode,distance_km,weight_kg,promised_days,actual_days,cost_inr,delayed,customer_rating
QC101002,Bangalore,Road,704.1,4.07,2.4,1.53,5611.11,0,4.7
QC101003,Bangalore,Road,1100.9,2.25,3.0,2.57,8378.59,0,5.0
QC101004,Hyderabad,Air,841.6,5.8,2.7,1.3,16764.01,0,4.5
QC101005,Hyderabad,Rail,287.9,7.06,1.7,1.91,1755.1,1,3.6
QC101006,Pune,Air,829.6,7.22,2.5,1.65,16587.78,0,4.3
QC101007,Mumbai,Air,575.4,0.99,2.1,0.48,11382.33,0,4.0
QC101008,Bangalore,Rail,661.6,2.62,2.3,2.0,3548.27,0,4.7
QC101009,Pune,Road,47.4,0.94,1.0,2.33,387.32,1,3.1
QC101010,Mumbai,Road,300.4,1.9,1.4,1.1,2173.89,0,4.7
QC101011,Delhi-NCR,Rail,399.2,0.71,1.5,1.55,2178.65,1,3.0
QC101012,Hyderabad,Road,1000.4,3.94,3.1,2.65,7726.07,0,4.3
QC101013,Mumbai,Air,24.0,3.43,0.7,0.3,601.15,0,4.4
QC101014,Delhi-NCR,Road,577.0,2.32,2.3,1.89,4387.21,0,4.9
QC101015,Mumbai,Road,1294.2,1.87,3.7,3.19,9914.88,0,4.2
QC101016,Hyderabad,Air,163.7,3.63,1.1,0.47,3332.81,0,5.0
QC101017,Hyderabad,Rail,726.9,1.64,2.6,2.69,3967.11,1,2.8
QC101018,Pune,AIR,1102.8,1.57,3.2,1.06,21783.14,0,4.5
QC101019,Bangalore,Road,1320.0,1.46,3.6,3.32,10085.43,0,4.1
QC101020,Mumbai,Rail,1047.5,2.66,3.0,3.29,5788.37,1,3.9
QC101021,Mumbai,Road,1011.0,2.12,2.7,2.89,7787.87,1,2.9
QC101022,Delhi-NCR,Road,1158.5,2.39,3.4,2.76,8805.7,0,4.0
QC101023,Hyderabad,Road,629.1,4.11,1.9,2.14,4939.59,1,2.7
QC101024,Mumbai,Road,1129.7,5.35,3.1,2.14,8642.55,0,4.5
QC101025,Hyderabad,Road,19.1,7.17,0.9,0.61,256.75,0,4.7
QC101026,Mumbai,Rail,1295.0,3.11,3.6,4.12,7082.78,1,3.5
QC101027,Pune,Air,625.1,3.7,2.2,1.36,12516.4,0,4.3
QC101028,Bangalore,Air,778.3,3.36,2.3,1.13,15330.54,0,4.1
QC101029,Mumbai,Road,362.8,1.1,1.5,1.6,2837.92,1,3.2
QC101030,Hyderabad,Rail,1041.6,2.41,3.1,3.44,5719.72,1,3.2
QC101031,Pune,Rail,114.7,2.41,0.9,0.8,629.34,0,4.5
QC101032,Mumbai,Air,1222.7,2.21,3.7,2.57,24254.69,0,4.5
QC101033,Delhi-NCR,Road,1160.7,2.93,3.2,3.78,8748.98,1,4.2
QC101034,Bangalore,Road,308.8,2.63,1.7,0.69,2244.78,0,4.4
QC101035,Mumbai,Road,1134.6,1.66,3.3,2.25,8776.08,0,4.6
QC101036,Pune,Road,1102.6,2.74,3.0,2.84,8451.88,0,4.4
QC101037,Delhi-NCR,Road,888.0,2.05,2.6,3.27,6809.33,1,3.1
QC101038,Pune,Rail,527.9,0.62,2.0,2.09,2875.9,1,3.5
QC101039,Pune,Road,385.9,1.3,1.8,0.56,2953.58,0,4.2
QC101040,Delhi-NCR,Road,330.6,3.17,1.8,1.39,2558.63,0,4.4
QC101041,Pune,Road,451.5,5.78,1.8,1.59,3581.68,0,5.0
QC101042,Delhi-NCR,Road,1265.8,0.7,3.4,2.74,9606.24,0,4.2
QC101043,Mumbai,Road,116.1,1.78,1.1,0.83,989.8,0,4.6
QC101044,Delhi-NCR,Road,1161.8,3.89,3.2,3.05,8943.97,0,3.2
QC101045,Delhi-NCR,Road,493.7,5.09,1.9,1.11,3808.09,0,4.3
QC101046,Bangalore,Air,734.1,2.33,2.3,1.6,14508.71,0,4.2
QC101047,Delhi-NCR,Rail,1113.9,1.99,2.9,3.5,6053.44,1,3.4
QC101048,Delhi-NCR,Road,1239.1,6.25,3.7,3.37,9573.23,0,4.3
QC101049,Mumbai,Road,487.9,4.84,1.8,1.32,3726.62,0,4.5
QC101050,Bangalore,Air,650.9,5.03,2.2,0.88,12942.25,0,4.2
QC101051,Hyderabad,Road,585.0,2.27,2.2,2.68,4467.56,1,3.5
QC101052,Mumbai,Road,26.4,5.86,1.1,0.3,383.15,0,3.5
QC101053,Mumbai,Rail,420.0,0.94,1.8,1.58,2292.75,0,4.5
QC101054,Hyderabad,Road,647.2,5.92,2.2,2.17,5151.8,0,3.9
QC101055,Delhi-NCR,Road,580.2,2.89,2.1,1.71,4447.95,0,5.0
QC101056,Pune,Road,1012.9,3.25,3.0,2.7,7789.72,0,3.9
QC101057,Bangalore,Road,543.6,1.7,2.0,1.86,4212.33,0,4.9
QC101058,Pune,ROAD,689.2,1.01,2.3,1.81,5326.81,0,4.4
QC101059,Hyderabad,Air,606.0,3.2,2.0,0.83,12099.66,0,3.5
QC101060,Mumbai,Road,1039.0,4.18,3.1,2.57,7970.32,0,4.0
QC101061,Mumbai,Road,1209.3,4.58,3.5,3.06,9282.0,0,4.8
QC101062,Bangalore,AIR,748.4,4.29,2.5,1.07,14874.21,0,4.8
QC101063,Mumbai,Road,1106.9,3.75,3.3,3.12,8624.14,0,3.8
QC101064,Mumbai,Road,421.1,1.73,1.5,2.23,3192.51,1,4.1
QC101065,Bangalore,RAIL,761.6,4.76,2.6,1.35,4166.7,0,4.4
QC101066,Bangalore,Road,488.6,1.61,2.0,1.45,3810.56,0,4.8
QC101067,Hyderabad,Air,584.6,5.84,2.1,0.4,11720.78,0,3.8
QC101068,Mumbai,Air,1027.5,2.86,3.1,1.15,20429.31,0,4.2
QC101069,Mumbai,Air,1235.3,2.91,3.5,1.86,24516.17,0,4.6
QC101070,Hyderabad,Road,177.1,5.05,1.3,1.52,1381.81,1,3.1
QC101071,Delhi-NCR,Rail,891.4,5.48,2.6,3.79,4870.75,1,1.8
QC101072,Delhi-NCR,Road,818.3,4.77,2.8,3.12,6413.44,1,3.2
QC101073,Delhi-NCR,Air,172.8,1.84,1.3,0.45,3500.98,0,3.4
QC101074,Hyderabad,Road,303.0,4.75,1.6,1.89,2323.35,1,2.8
QC101075,Mumbai,Road,440.9,1.84,1.7,2.14,3458.17,1,2.6
QC101076,Hyderabad,Road,240.4,4.82,1.1,1.24,2004.35,1,3.9
QC101077,Hyderabad,Rail,347.3,1.28,1.7,2.15,1901.69,1,4.0
QC101078,Delhi-NCR,Rail,380.5,2.84,1.4,1.87,2131.4,1,3.5
QC101079,Pune,Road,475.3,1.84,2.0,2.21,3729.85,1,3.2
QC101080,Mumbai,Road,1051.2,5.06,3.0,2.71,8091.02,0,4.4
QC101081,Delhi-NCR,Air,804.1,5.87,2.3,1.0,16166.62,0,5.0
QC101082,Pune,Road,1380.9,3.39,3.8,3.19,10698.29,0,3.4
QC101083,Pune,Road,585.3,3.32,2.3,1.82,4568.75,0,3.9
QC101084,Bangalore,Air,1057.4,4.58,3.0,1.3,21016.89,0,4.9
QC101085,Mumbai,Road,1221.1,5.89,3.7,2.75,9477.12,0,5.0
QC101086,Pune,Rail,953.1,3.07,3.0,3.07,5108.38,1,3.6
QC101087,Delhi-NCR,Road,581.3,2.23,2.1,1.85,4612.01,0,3.9
QC101088,Bangalore,Road,1057.0,4.43,3.0,2.22,8233.52,0,4.9
QC101089,Mumbai,Road,291.5,,1.4,1.6,2335.46,1,4.0
QC101090,Hyderabad,Air,464.0,5.19,1.9,1.3,9282.47,0,4.8
QC101091,Delhi-NCR,Road,769.0,1.96,2.6,2.92,5896.51,1,2.1
QC101092,Pune,Road,809.0,2.6,2.5,2.35,6195.19,0,4.5
QC101093,Pune,Road,38.8,5.21,0.8,0.68,439.41,0,4.7
QC101094,Delhi-NCR,Air,1323.6,2.34,3.7,1.41,26218.65,0,4.1
QC101095,Pune,Road,977.7,4.43,3.1,2.92,7547.9,0,4.5
QC101096,Bangalore,Road,698.0,5.95,2.1,2.0,5479.58,0,4.1
QC101097,Mumbai,Air,1306.9,3.21,3.8,2.72,25894.84,0,4.0
QC101098,Bangalore,Road,619.2,3.62,2.2,2.21,4864.68,1,4.1
QC101099,Pune,Road,1372.8,2.8,3.5,3.74,10551.26,1,3.4
QC101100,Hyderabad,Rail,721.1,3.22,2.3,2.67,3861.41,1,2.7
QC101101,Mumbai,Road,167.1,1.54,1.3,1.32,1265.83,1,2.6
QC101102,Mumbai,Air,1072.6,2.52,3.4,0.98,21361.33,0,4.0
QC101103,Delhi-NCR,Road,953.0,1.39,2.7,3.41,7259.25,1,2.9
QC101104,Delhi-NCR,Air,1084.0,1.75,2.7,1.13,21548.34,0,4.5
QC101105,Hyderabad,Road,1332.4,0.9,3.5,3.47,10216.36,0,4.6
QC101106,Mumbai,Road,1088.9,3.52,3.3,2.12,57908.437420583985,0,4.6
QC101107,Hyderabad,Rail,859.0,8.29,2.4,3.31,4938.58,1,2.9
QC101108,Delhi-NCR,Air,1201.4,2.28,3.6,1.8,23751.71,0,4.9
QC101109,Delhi-NCR,Road,945.2,5.36,3.0,2.71,7282.85,0,5.0
QC101110,Mumbai,Road,576.1,5.9,2.1,1.41,4511.96,0,4.3
QC101111,Bangalore,Rail,1240.8,1.46,3.4,4.09,6871.54,1,2.8
QC101112,Pune,Road,316.9,1.66,1.5,1.25,2452.9,0,4.5
QC101113,Delhi-NCR,Air,1002.8,5.44,3.1,1.16,19969.82,0,5.0
QC101114,Delhi-NCR,Air,1235.1,2.84,3.6,2.51,24485.95,0,3.9
QC101115,Bangalore,Road,1026.0,1.38,3.3,2.32,7895.26,0,4.1
QC101116,Bangalore,Road,978.6,2.05,2.9,2.95,7506.76,1,3.3
QC101117,Hyderabad,Air,1055.7,3.86,2.9,1.0,21014.06,0,4.7
QC101118,Hyderabad,Road,655.4,1.87,2.0,2.0,5093.92,0,3.4
QC101119,Pune,Road,1224.8,0.57,3.2,3.49,9365.93,1,4.0
QC101120,Pune,Rail,291.2,2.48,1.5,1.44,1549.59,0,5.0
QC101121,Mumbai,Road,185.3,2.6,1.2,1.06,1469.96,0,4.2
QC101122,Hyderabad,Air,405.4,3.02,1.7,0.53,8165.41,0,5.0
QC101123,Delhi-NCR,Road,748.0,6.39,2.4,1.82,5787.62,0,5.0
QC101124,Hyderabad,Road,718.7,3.1,2.2,2.87,5573.89,1,3.9
QC101125,Delhi-NCR,Road,1150.3,3.48,3.4,3.24,8790.09,0,5.0
QC101126,Bangalore,Road,571.2,,1.7,1.8,4409.17,1,3.9
QC101127,Hyderabad,Road,682.2,3.02,2.2,2.48,5351.21,1,3.3
QC101128,Bangalore,Road,26.6,,1.0,0.72,439.92,0,4.3
QC101129,Pune,Air,578.4,1.41,1.9,0.61,11498.64,0,3.9
QC101130,Pune,Road,909.7,1.72,2.8,3.06,6850.86,1,3.0
QC101131,Mumbai,Road,29.6,4.34,0.7,0.84,271.39,1,
QC101132,Hyderabad,Road,399.0,6.38,1.6,1.63,3203.6,1,3.3
QC101133,Bangalore,Road,297.5,2.66,1.5,1.21,2236.81,0,
QC101134,Delhi-NCR,Road,66.4,1.64,0.8,1.49,516.25,1,2.2
QC101135,Pune,ROAD,675.1,8.64,2.4,1.79,5366.03,0,5.0
QC101136,Pune,Road,261.0,1.87,1.4,1.34,1939.64,0,3.9
QC101137,Delhi-NCR,Road,1042.4,3.68,3.3,2.96,7939.84,0,4.3
QC101138,Bangalore,Road,1188.3,6.61,3.4,2.13,9119.85,0,4.0
QC101139,Bangalore,Air,767.5,2.3,2.3,0.3,15257.97,0,5.0
QC101140,Hyderabad,Road,1374.5,2.07,4.1,3.39,10518.77,0,4.2
QC101141,Hyderabad,Road,635.1,2.15,2.0,1.83,4949.9,0,4.7
QC101142,Mumbai,Air,722.6,5.16,2.3,1.87,14407.62,0,4.7
QC101143,Pune,Road,1385.0,5.68,4.0,3.92,10810.32,0,3.8
QC101144,Hyderabad,Rail,330.3,3.07,1.2,1.95,1764.63,1,3.3
QC101145,Bangalore,Road,1320.0,9.3,3.9,2.91,10285.31,0,5.0
QC101146,Delhi-NCR,Road,67.6,3.06,0.8,0.85,524.51,1,2.9
QC101147,Bangalore,Road,629.4,6.52,2.1,2.72,4968.28,1,3.7
QC101148,Pune,Road,105.4,2.32,1.1,0.35,855.27,0,4.2
QC101149,Bangalore,Road,1023.1,12.19,3.0,2.76,7986.55,0,5.0
QC101150,Mumbai,Road,854.9,7.71,2.8,3.01,6669.34,1,4.2
QC101151,Pune,Rail,991.6,2.78,2.7,3.65,5409.07,1,2.3
QC101152,Delhi-NCR,Road,529.3,7.1,2.1,2.65,4140.99,1,2.6
QC101153,Mumbai,Road,522.3,6.89,2.1,1.75,4163.25,0,4.2
QC101154,Pune,Road,71.1,7.63,1.1,1.0,619.39,0,5.0
QC101155,Delhi-NCR,Road,495.1,0.68,1.6,1.9,3925.22,1,3.6
QC101156,Mumbai,Road,1301.6,4.63,3.4,3.51,10097.8,1,2.7
QC101157,Mumbai,Air,535.9,4.16,1.9,0.44,10706.62,0,4.7
QC101158,Pune,Air,1165.3,3.99,3.1,1.83,23315.48,0,3.9
QC101159,Hyderabad,Road,1180.5,3.42,3.1,3.47,9073.83,1,3.7
QC101160,Mumbai,Air,527.6,3.49,1.9,0.83,10545.98,0,4.7
QC101161,Mumbai,Rail,887.7,6.49,2.8,3.55,4923.76,1,2.8
QC101162,Delhi-NCR,Rail,140.8,4.15,1.5,1.07,882.87,0,4.4
QC101163,Bangalore,Road,152.3,3.42,1.2,1.33,1316.42,1,3.9
QC101164,Pune,Air,75.7,5.95,1.2,0.89,1638.9,0,3.5
QC101165,Pune,Road,816.8,3.86,2.6,2.74,6380.51,1,3.5
QC101166,Hyderabad,RAIL,601.1,4.09,2.2,1.98,3286.54,0,3.8
QC101167,Hyderabad,Road,770.9,9.21,2.5,2.55,6050.8,1,3.3
QC101168,Pune,Road,733.3,2.31,2.8,3.0,5749.62,1,3.5
QC101169,Hyderabad,AIR,495.5,1.21,1.8,0.3,9868.49,0,5.0
QC101170,Delhi-NCR,Road,951.0,3.14,2.8,2.87,7346.57,1,3.3
QC101171,Pune,RAIL,1063.8,3.42,3.2,3.92,5760.89,1,4.0
QC101172,Hyderabad,Rail,28.4,4.63,0.9,0.77,294.7,0,4.0
QC101173,Pune,Air,296.5,3.2,1.4,0.92,5881.41,0,4.2
QC101174,Bangalore,Road,1000.8,4.73,3.1,3.1,7676.69,0,4.7
QC101175,Mumbai,Air,546.2,13.5,2.0,0.91,11064.66,0,4.5
QC101176,Pune,Road,930.2,4.86,2.8,2.85,7059.36,1,3.1
QC101177,Mumbai,Road,491.0,5.4,1.9,1.64,3890.01,0,4.2
QC101178,Hyderabad,AIR,551.9,2.78,1.7,1.03,11000.28,0,5.0
QC101179,Mumbai,Road,228.9,1.31,1.1,1.89,1753.5,1,3.2
QC101180,Pune,Road,367.5,0.76,1.8,1.39,2809.33,0,3.9
QC101181,Bangalore,Rail,850.7,2.2,2.6,2.48,4626.22,0,4.0
QC101182,Hyderabad,Road,611.0,0.64,2.1,2.45,4638.32,1,3.6
QC101183,Pune,Road,1085.8,4.09,3.4,2.65,8391.06,0,5.0
QC101184,Hyderabad,Rail,1194.8,2.39,3.4,3.72,6479.98,1,3.0
QC101185,Delhi-NCR,Road,762.0,1.37,2.4,2.25,5860.71,0,5.0
QC101186,Mumbai,Air,1063.5,3.25,3.3,1.24,21106.46,0,4.4
QC101187,Delhi-NCR,Rail,435.2,1.93,1.7,1.92,12153.347806071572,1,3.2
QC101188,Pune,Rail,585.6,3.94,2.3,2.5,3249.87,1,
QC101189,Bangalore,Air,1000.2,4.59,3.1,1.07,19933.45,0,4.3
QC101190,Hyderabad,Road,545.6,1.97,2.3,2.18,4177.81,0,4.0
QC101191,Mumbai,Road,827.2,2.61,2.5,2.65,6398.79,1,2.9
QC101192,Hyderabad,Air,266.0,3.42,1.6,0.33,5359.53,0,3.6
QC101193,Pune,Rail,842.9,1.29,2.7,3.22,4497.85,1,4.2
QC101194,Hyderabad,Road,1207.2,3.42,3.2,3.78,9355.23,1,3.8
QC101195,Mumbai,Road,1217.1,1.27,3.1,2.42,9457.06,0,4.5
QC101196,Pune,Road,1016.3,4.22,2.9,2.95,7845.37,1,3.2
QC101197,Hyderabad,Road,1046.1,2.31,3.1,2.84,8033.97,0,4.4
QC101198,Bangalore,Air,784.6,1.27,2.6,1.53,15545.16,0,4.0
QC101199,Pune,Road,821.9,2.12,2.6,2.2,6362.93,0,3.8
QC100636,Mumbai,Air,313.0,0.91,1.6,0.3,6307.98,0,4.9
QC100683,Pune,Air,892.5,3.34,2.7,1.65,17675.79,0,4.6
QC101033,Delhi-NCR,Road,1160.7,2.93,3.2,3.78,8748.98,1,4.2
QC100190,Pune,Rail,907.9,3.41,2.8,3.08,4978.62,1,4.6
QC101083,Pune,Road,585.3,3.32,2.3,1.82,4568.75,0,3.9
QC100283,Bangalore,Road,673.2,2.64,2.3,2.01,5143.21,0,5.0
QC100817,Mumbai,Road,1269.9,2.34,3.7,3.66,9716.61,0,4.8
QC100314,Pune,Air,192.3,3.7,1.0,0.3,3953.73,0,4.8
QC100537,Delhi-NCR,Road,1229.7,1.61,3.6,3.72,9438.31,1,2.4
QC100664,Delhi-NCR,ROAD,776.4,5.53,2.5,2.73,6019.68,1,3.9
QC100239,Hyderabad,Rail,1325.7,0.88,3.8,3.82,7154.97,1,3.1
QC100135,Delhi-NCR,Road,668.2,2.94,2.1,2.32,5131.74,1,3.3
QC100335,Pune,Rail,791.3,2.05,2.4,3.22,4447.35,1,2.7
QC100189,Delhi-NCR,Road,907.4,2.58,2.9,2.67,6792.88,0,4.3
QC100838,Delhi-NCR,Road,1232.0,11.99,3.7,3.72,9608.39,1,3.3
